word,synonyms
alfræðibók,"['alfræðiorðabók', 'alfræðirit']"
alfræðiorðabók,"['alfræðibók', 'alfræðirit']"
hríðarbylur,"['kafaldsbylur', 'hríð', 'snjóbylur']"
snjófugl,"['snjótittlingur að vetri', 'sólskríkja að sumri']"
morgunstund gefur gull í mund,"['morgunstund hefur gull í mund', 'morgunstund ber gull í mund']"
morgunstund ber gull í mund,"['morgunstund hefur gull í mund', 'morgunstund gefur gull í mund']"
morgunstund hefur gull í mund,"['morgunstund gefur gull í mund', 'morgunstund ber gull í mund']"
í laumi,['á laun']
á laun,['í laumi']
maríubjalla,['maríuhæna']
maríuhæna,['maríubjalla']
pápi,"['pabbi', 'faðir']"
koltvísýringur,"['koltvíildi', 'koldíoxíð', 'koltvíoxíð']"
kolsýrlingur,['kolsýringur']
kolsýringur,['kolsýrlingur']
ósannur,['rangur']
ilmvatn,['vellyktandi']
samóska,['samóa']
myrkviður,['myrkviði']
myrkviði,['myrkviður']
skógarbeyki,"['beyki', 'rauðbeyki', 'bóktré', 'brenni']"
á veturna,['á vetrin']
á vetrin,['á veturna']
hraunkvika,"['bergbráð', 'bergkvika']"
strýtutota,['nýratota']
nýratota,['strýtutota']
sólris,"['sólarupprás', 'sólaruppkoma']"
sólaruppkoma,"['sólarupprás', 'sólris']"
sjóndeildarhringur,['sjónbaugur']
kæra þökk,['kærar þakkir']
sérstakur,['sérstaklegur']
bifreið,['bíll']
strætisvagn,['óformlegt strætó']
bæki,['rauðbeyki']
klaki,['ís']
hópferðabíll,"['hópferðabifreið', 'rúta']"
hópferðabifreið,['hópferðabíll']
faðma,['umfaðma']
umfaðma,['faðma']
taka einhvern í faðm sinn,['faðma einhvern að sér']
snjóskúr,['él']
regnskúr,['skúr']
skýfall,"['dembiskúr', 'steypiregn']"
slytti,['slytta']
kúla,['hnöttur']
launungarmál,['leyndarmál']
varla,"['naumlega', 'tæplega']"
seljast eins og heitar lummur,['renna út eins og heitar lummur']
renna út eins og heitar lummur,['seljast eins og heitar lummur']
fjötra,['hlekkja']
hneppa einhvern í fjötra,['fjötra einhvern']
eins og alþjóð veit,"['eins og kunnugt er', 'það er alkunna']"
eins og kunnugt er,"['eins og alþjóð veit', 'það er alkunna']"
fara eins og logi yfir akur,"['breiðast út eins og eldur í sinu', 'fara eins og eldur í sinu ']"
eins og vant er,['að venju']
láta eins og vind um eyru þjóta,"['láta sem vind um eyru þjóta', 'daufheyrast við', 'skella skolleyrum við']"
fara eins og eldur í sinu,"['breiðast út eins og eldur í sinu', 'fara eins og logi yfir akur ']"
gíll,['aukasól']
aukasól,['hjásól']
hjásól,['aukasól']
eitthvað skiptir litlu máli,"['eitthvað skiptir ekki máli', 'eitthvað skiptir engu máli']"
eitthvað skiptir engu máli,['eitthvað skiptir ekki máli']
eitthvað skiptir ekki máli,['eitthvað skiptir engu máli']
vitaturn,['viti']
reka út úr sér tunguna,['ulla á einhvern']
sími,['taugasími']
aðfangadagskvöld jóla,['aðfangadagskvöld']
lofttæmi,"['lofttóm', 'tómarúm', 'vakúm']"
vakúm,"['lofttæmi', 'tómarúm']"
tómarúm,['tómrúm']
tómrúm,['tómarúm']
kvelja,['þjást']
skírnarnafn,['fornafn']
svitalyktareyðir,['lyktareyðir']
lyktareyðir,['svitalyktareyðir']
því síður,['því um síður']
fallbreyting,['fallbeyging']
á morgnana,['að morgni']
að morgni,['á morgnana']
lítilvægur,['þýðingarlítill']
jarðepli,['kartafla']
allsstaðar,"['alstaðar', 'hvarvetna']"
alstaðar,"['allsstaðar alls staðar', 'hvarvetna']"
hvarvetna,"['alstaðar', 'allsstaðar']"
hvað segir þú,"['hvað segir þú gott', 'hvernig líður þér', 'hvernig gengur']"
hvað segir þú gott,"['hvað segir þú', 'hvernig líður þér', 'hvernig gengur']"
hvernig gengur,"['hvað segir þú', 'hvað segir þú gott', 'hvernig líður þér']"
hvernig líður þér,"['hvað segir þú', 'hvað segir þú gott', 'hvernig gengur']"
dvergstjarna,['sumarstjarna']
sumarstjarna,['dvergstjarna']
gerðu svo vel,['í fleirtölu gerið þið svo vel']
gerið þið svo vel,['í eintölu gerðu svo vel']
maraþonhlaup,['maraþon']
maraþon,['maraþonhlaup']
kónguló,"['könguló', 'köngurvofa', 'fornt köngurló']"
tónlist,"['hljómlist', 'músík nýyrði']"
köngulóarvefur,['kóngulóarvefur']
kóngulóarvefur,['köngulóarvefur']
rjómaís,['ís']
kolvetni,"['kolhýdrat', 'kolvatn', 'sykra']"
vindlingur,['sígaretta']
þjófur,['ræningi']
ræningi,['þjófur']
hrós,"['hól', 'lof']"
titrandi,['skjálfandi']
titra,['skjálfa']
titringur,"['titring', 'titran']"
titran,['titringur']
titring,['titringur']
innilega,['hjartanlega']
sammála einhverjum,['samdóma einhverjum']
samdóma einhverjum,['sammála einhverjum']
landareign,"['jarðeign', 'landeign']"
klukk,['gjugg']
búköttur,['húsköttur']
sérhver,['skáldamál hver']
nokkrir,['fáeinir']
vatnsheldur,['þéttur']
klaustur,['klaustri fornt']
klaustri,['klaustur']
ævintýri,['ævintýr']
kjarnasprengja,['kjarnorkusprengja']
köfnunarefni,['nitur']
kvöl,"['písl', 'prísund']"
veruleiki,['raunveruleiki']
"ber er hver að baki, nema sér bróður eigi",['ber er hver að baki']
það er ýmist of eða van,['sjáldan er ein báran stök']
sjaldan er ein báran stök,['það er ýmist of eða van']
hver hefur sinn drösul að draga,"['hver hefur sína byrði að bera', 'hver hefur sinn djöful að draga']"
hver hefur sinn djöful að draga,"['hver hefur sína byrði að bera', 'hver hefur sinn drösul að draga']"
hver hefur sína byrði að bera,"['hver hefur sinn drösul að draga', 'hver hefur sinn djöful að draga']"
leigubifreið,['leigubíll']
bílaleigubíll,['bílaleigubifreið']
sögn,['sagnorð']
mótorhjól,['vélhjól']
vélhjól,['mótorhjól']
öðruvísi,"['fornt öðruvís', 'öðrvísa', 'öðruvísu']"
kristallur,['kristall']
morgunmatur,['fornt dögurður']
algleymi,['algleymingur']
borða morgunverð,['borða morgunmat']
gammageislun,['gammageislar']
gammageisli,['gammageislun']
geimgeisli,['geimgeislun']
geimgeislun,['geimgeislar']
njóla,['nótt']
miðnætti,['lágnætti']
lágnætti,"['miðnætti', 'lægsta']"
jafnsnemma,['jafnhliða']
ólífa,"['olífa', 'olíva', 'ólíva']"
olíva,"['olífa', 'ólífa', 'ólíva']"
ólíva,"['olífa', 'olíva', 'ólífa']"
griffín,['arnljón']
ensím,['lífhvati']
lífhvati,['ensím']
aukinheldur,"['aukin heldur', 'auk þess heldur']"
holspegill,['holsjá']
fleyta fram lífinu,['draga fram lífið']
piltur,"['drengur', 'strákur']"
sandali,['ilskór']
gifting,['brúðkaup']
þekkingarþorsti,['þekkingarþrá']
lauffroskur,['trjáfroskur']
hannyrðir,['hannyrði fornt']
logi,['log']
trúfastur,"['dyggur', 'trúlyndur', 'trúr', 'tryggur']"
vernda,['varða fornt']
vindill,"['sígar', 'sígari']"
kjördagur,['kosningardagur']
kosningardagur,['kjördagur']
vesen,['vesin']
hljóðgervingur,['hljóðgerving']
jarmur,['jarm']
sauðfé,['sauðfénaður']
úthaf,['meginhaf']
popp,['popptónlist']
fannhvítur,"['mjallhvítur', 'mjallahvítur', 'snjóhvítur']"
purpurarauður,['fjólublár']
fjalldrapi,"['drapi', 'fjallhrapi']"
laumufarþegi,['farþjófur']
sýkill,['sóttkveikja']
veira,['tölvuveira']
gerill,['baktería']
bleikja,['heimskautableikja']
frænka,"['föðursystir', 'móðursystir']"
skurðlæknir,['handlæknir']
skottulæknir,['hlaupalæknir']
hlaupalæknir,['skottulæknir']
sundurlyndi,"['sundurþykki', 'sundurþykkja']"
verkfæri,['amboð']
sedrus,"['sedrustré', 'sedrusviður']"
sedrustré,"['sedrus', 'sedrusviður']"
sedrusviður,"['sedrus', 'sedrustré']"
himnaríki,['himinn']
paradís,"['himinn', 'himnaríki']"
Vesturálfa,['Vesturheimur']
Vesturheimur,['Vesturálfa']
stafsetning,['réttritun']
réttritun,['stafsetning']
vitleysa,"['flónska', 'heimska', 'kjánaskapur']"
kýprusviður,"['kíprarviður', 'sýprusviður']"
sýprusviður,"['kíprarviður', 'kýprusviður']"
sýprisviður,"['kíprarviður', 'kýprusviður']"
skipstjóri,['kafteinn']
skipherra,['kafteinn']
spari-,"['sparibuxur', 'sparibúinn', 'spariföt', 'sparijakki', 'spariklæddur', 'spariskór']"
seytján,['sautján']
náttúruvernd,['umhverfisvernd']
umhverfisvernd,['náttúruvernd']
á köflum,['með köflum']
með köflum,['á köflum']
langatöng,"['langastöng', 'löngutöng']"
löngutöng,"['langastöng', 'langatöng']"
langastöng,"['langatöng', 'löngutöng']"
putti,['fingur']
þumalfingur,"['þumalputti', 'þumall']"
þumalputti,"['þumalfingur', 'þumall']"
burtfararpróf,['lokapróf']
þrái,['þrá hk']
puti,['fingur']
nákvæmlegur,['nákvæmur']
verkamaður,['starfsmaður']
óþreyja,['óþolinmæði']
þreyja,['þolinmæði']
granni,"['nábúi', 'nágranni', 'kona grannkona']"
nágranni,"['nábúi', 'granni', 'kona grannkona']"
orsök,['ástæða']
stóuspeki,['stóismi']
stóismi,['stóuspeki']
brennivín,['svarti dauði']
útlendur,['erlendur']
útlenskur,['erlendur']
liðsmaður,['hermaður']
landráð,['föðurlandssvik']
föðurland,['ættjörð']
föðurlandssvikari,['landráðamaður']
landráðamaður,['föðurlandssvikari']
föðurlandssvik,['landráð']
föðurlandsvinur,['ættjarðarvinur']
ættjarðarvinur,['föðurlandsvinur']
ættjarðarást,['föðurlandsást']
föðurlandsást,['ættjarðarást']
dísilvél,"['dísilhreyfill', 'dísilmótor', 'dísill']"
ávaxtasafi,['safi']
egóisti,['sérgæðingur']
hríðskotariffill,['árásarriffill']
árásarriffill,['hríðskotariffill']
jómfrú,['meyja']
ljósastaur,['ljósastólpi']
myrkfælinn,['myrkhræddur']
kíló,['kílógramm']
tilvist,['tilvera']
stórmaur,"['blóðmaur', 'farmaur']"
frón,['land']
þjóðhátíð,['þjóðhátíðardagur']
huldumaður,['álfur']
kenna til,['finna til']
trjábolur,['viðarbolur']
viðarbolur,['trjábolur']
fælni,['fóbía']
seiður,['galdur']
kíví,"['loðber', 'kívíávöxtur']"
að sjálfsögðu,"['auðvitað', 'sjálfsagt']"
baðmull,['bómull']
ey og ey,['sí og æ']
fall,['hrun']
furðuverk,"['undur', 'undurverk']"
undurverk,['undur']
miðnótt,"['lágnætti', 'miðnætti']"
þar liggur fiskur undir steini,['hér liggur fiskur undir steini']
einstefnugata,['einstefnuakstursgata']
einstefnuakstursgata,['einstefnugata']
umhyggja,['umhyggjusemi']
sigla milli skers og báru,"['vera milli steins og sleggju', 'vera milli tveggja elda']"
synda milli skers og báru,"['á milli steins og sleggju', 'milli tveggja elda']"
vera milli steins og sleggju,"['vera milli tveggja elda', 'sigla milli skers og báru', 'synda milli skers og báru']"
vera milli tveggja elda,"['vera milli steins og sleggju', 'sigla milli skers og báru', 'synda milli skers og báru']"
Norðursjór,['Englandshaf']
áskrifandi,['kaupandi']
ómissandi,"['lítilvægur', 'ómissanlegur']"
Englandshaf,['Norðursjór']
allsnakinn,['kviknakinn']
kviknakinn,['allsnakinn']
sýrustig,['pHgildi']
þungbrýnn,"['brúnaþungur', 'þungbúinn', 'fornt brúnvölvi', 'brúnvölur']"
forgöngumaður,['forgengill']
dauðarefsing,['dauðahegning']
mjólkurtönn,['barnatönn']
barnatönn,['mjólkurtönn']
adrenalín,['nýrilmergvaki']
fartölva,"['ferðatölva', 'kjöltutölva']"
ferðatölva,"['fartölva', 'kjöltutölva']"
kjöltutölva,"['fartölva', 'ferðatölva']"
rafhlaða,"['batterí', 'rafgeymir']"
batterí,"['rafgeymir', 'rafhlaða']"
vissulegur,"['vís', 'viss']"
byssukúla,['kúla']
vitki,['galdramaður']
aðfangadagur,['aðfangadagur jóla']
krati,"['jafnaðarmaður', 'sósíaldemókrati']"
sambúð,['samlíf']
samsekur,['meðsekur']
blindsker,['boði']
tengdamamma,['tengdamóðir']
tengdapabbi,['tengdafaðir']
fá sér sæti,['taka sér sæti']
taka sér sæti,['fá sér sæti']
nú er það,"['nújá', 'nú já']"
einmitt það,['já einmitt']
já einmitt,['einmitt það']
afsprengi,['afsprengur']
kið,['kiðlingur']
slétta,['sléttlendi']
frelsi,['frjálsræði']
blóðsuga,['vampíra']
deiling,"['skipting', 'hlutun']"
þvottaefni,['þvottaduft']
þvottaduft,['þvottaefni']
rósmarín,"['stranddögg', 'sædögg']"
rafstuð,['hjartarafstuð']
akasía,['akasíutré']
akasíutré,['akasía']
eldstæði,['eldstó']
kópernikín,['ununbín fornt']
erfðamengi,['genamengi']
koldíoxíð,"['koltvísýringur', 'koltvíildi', 'koltvíoxíð']"
koltvíildi,"['koltvísýringur', 'koldíoxíð', 'koltvíoxíð']"
koltvíoxíð,"['koltvísýringur', 'koltvíildi', 'koldíoxíð']"
Lithá,['Litháen']
farmaur,"['stórmaur', 'blóðmaur']"
blóðmaur,"['stórmaur', 'farmaur']"
frostrós,['hélublóm']
gísl,"['gíslar fornt', 'gíslingur fornt']"
götuviti,['umferðarljós']
vatna músum,['brynna músum']
brynna músum,['vatna músum']
grenitré,['greni']
gúrka,['agúrka']
hádegismatur,['hádegisverður']
samsett orð,['samsetning']
hrapsteinadrífa,['loftsteinadrífa']
á nóttunni,['á næturnar']
á næturnar,['á nóttunni']
móka,['blunda']
vera hætt kominn,['vera í hættu staddur']
það er ekki nema sjálfsagt,['það er sjálfsagt']
það er sjálfsagt,['það er ekki nema sjálfsagt']
sædögg,"['rósmarín', 'stranddögg']"
stranddögg,"['rósmarín', 'sædögg']"
varúlfur,['verúlfur']
verúlfur,['varúlfur']
raunveruleiki,['veruleiki']
Hjaltland,['Hjaltlandseyjar']
aprílgabb,['aprílnarr']
húðflúr,"['tattú', 'tattó', 'tattóvering']"
verða hungurmorða,['svelta í hel']
útdáinn,['útdauður']
draumheimur,['draumveröld']
draumveröld,['draumheimur']
uppspretta,['kelda fornt']
knöttur,['hnöttur']
tregi,"['harmur', 'sorg']"
heimskautarefur,"['fjallarefur', 'talmál tófa', 'refur']"
fjallarefur,"['heimskautarefur', 'talmál tófa', 'refur']"
starfsheiti,['starfstitill']
glænýr,['splunkunýr']
sjálfsmorð,['sjálfsvíg']
sjálfsvíg,['sjálfsmorð']
hugfró,"['hugsvölun', 'huggun']"
lausamjöll,['mjöll']
enn betri,['enn þá betri']
enn þá betri,['enn betri']
ennfremur,['enn fremur']
enn fremur,['ennfremur']
meinafræði,['sjúkdómafræði']
sjúkdómafræði,['meinafræði']
sjónleysi,['blinda']
lerki,['barrfellir']
límóna,['súraldin']
litlifingur,"['litliputti', 'lilliputti']"
villijarðarber,"['jarðarber', 'skógarjarðarber']"
skógarjarðarber,"['jarðarber', 'villijarðarber']"
aforismi,['spakmæli']
blæðing,['tíðir']
heilablóðfall,['slag']
bris,['briskirtill']
mýrarljós,"['hrævareldur', 'hrævarljós', 'villiljós']"
hrævareldur,"['hrævarljós', 'mýrarljós', 'villiljós']"
mýraljós,"['hrævareldur', 'villiljós']"
villiljós,"['hrævareldur', 'mýrarljós']"
villuljós,"['hrævareldur', 'mýrarljós']"
hrævarljós,"['hrævareldur', 'mýrarljós', 'villiljós']"
hugdirfska,"['hugrekki', 'kjarkur', 'þor']"
hugdirfð,"['hugrekki', 'kjarkur', 'þor']"
hríð,"['hríðarbylur', 'hríðarveður']"
hrumur,['hrumlegur']
fleirtöluorð,['fleirtölunafnorð']
þjarki,['vélmenni']
misþyrming,"['misþyrmsla', 'misþyrmsl fornt']"
mjöll,['lausamjöll']
lúinn,"['þreyttur', 'slitinn']"
viðbót,"['viðauki', 'viðbætir']"
hóra,"['skækja', 'vændiskona']"
tímamót,['tímamótaviðburður']
þurrkur,['þurrviðri']
víða,"['vítt', 'víðsvegar víðs vegar']"
víðast hvar,['á flestum stöðum']
hjálparsögn,['hjálparsagnorð']
gjöreyðingarvopn,['gereyðingarvopn']
gereyðingarvopn,['gjöreyðingarvopn']
Hjaltlandseyjar,['Hjaltland']
vítt,"['víða', 'víðsvegar víðs vegar']"
órói,['óróleiki']
sjávarskafl,['skjálftaflóðbylgja']
einkasjúkrahús,['einkaspítali']
einkaspítali,['einkasjúkrahús']
hljómlist,"['tónlist', 'músík nýyrði']"
gervitungl,['gervihnöttur']
ríkisfang,['ríkisborgararéttur']
ríkisborgararéttur,['ríkisfang']
skjálftasvæði,['jarðskjálftasvæði']
tattóvering,"['húðflúr', 'tattó', 'tattú']"
röðull,['sól']
alls staðar,"['alstaðar', 'hvarvetna']"
spakur,['gæfur']
eyðimerkurrefur,['fennecrefur']
álver,['álverksmiðja']
mágkona,['tengdasystir']
mammút,"['fornfíll', 'loðfíll']"
fornfíll,"['loðfíll', 'mammút']"
loðfíll,"['fornfíll', 'mammút']"
vorkrókus,"['engjalilja', 'vordverglilja dverglilja']"
vordverglilja,"['engjalilja', 'dverglilja', 'vorkrókus ']"
nirfill,['nískupúki']
pensill,['málningarbursti']
smán,['skömm']
pinkill,"['böggull', 'pakki']"
ritill,['ritvinnsluforrit']
ræfill,['vesalingur']
sendill,['sendisveinn']
smergill,['slípirokkur']
snepill,['miði']
víxill,['skuldabréf']
þvegill,['moppa']
tittlingur,"['getnaðarlimur', 'skaufi']"
barningur,['erfiði']
á vorin,['að vorlagi']
skammur,['stuttur']
lyflækningar,['lyflæknisfræði']
lungnakvef,"['bronkítis', 'berkjubólga', 'berkjukvef']"
berkjukvef,"['bronkítis', 'berkjubólga', 'lungnakvef']"
berkjubólga,"['bronkítis', 'berkjukvef', 'lungnakvef']"
útivist,['útivera']
útivera,['útivist']
framvegis,"['héðan að', 'héðan í frá', 'í framtíðinni']"
látún,"['brass', 'messing']"
kemba,['græneðla']
fræðingur,['vísindamaður']
firðingur,['fjarðarbúi']
brjóstmylkingur,['hvítvoðungur']
bræðingur,['flot']
búpeningur,['búfénaður']
byrðingur,"['byrðing', 'skipshlið']"
disklingur,['disketta']
spekingur,['fræðingur']
gerningur,['gjörð']
Eyrbekkingur,['eyrarbakkabúi']
stuðningur,['aðstoð']
gemlingur,['gemsi']
níðingur,['illmenni']
gyðingur,['júði']
Hafnfirðingur,['Gaflari']
marningur,['kássa']
vinningur,['verðlaun']
ruðningur,['hrúga']
kiðlingur,"['kið', 'kiða']"
marglytta,"['staðbundið málfar marglot', 'illa', 'skollaskyrpa', 'skollahráki', 'í fornu máli kölluð glytta']"
marglot,"['marglytta', 'staðbundið málfar illa', 'skollaskyrpa', 'skollahráki', 'í fornu máli kölluð glytta']"
rafstraumur,['straumur']
loðfluga,['stóra loðfluga']
ljósmögnun,"['lífljómun', 'lífsljómun', 'lífljóm', 'lífskin']"
eldtunga,['logi']
minning,['endurminning']
lungnateppa,"['fræðiheiti langvinn lungnateppa', 'langvinnur lungnateppusjúkdómur']"
kóngasvarmi,['kóngafiðrildi']
kóngafiðrildi,['kóngasvarmi']
svarmi,['svarmfiðrildi']
friðarsamningur,['friðarsáttmáli']
slenja,['drekafluga']
býæta,['býsvelgur']
kálfiðrildi,['kálskjanni']
sólfífill,['sólblóm']
sólblóm,['sólfífill']
brúðarsveipur,"['brúðarljós', 'brúðarkyndill']"
ja hérna hér,['ja hérna']
ja hérna,['ja hérna hér']
þar að auk,"['að auk að auki', 'auk þess']"
þar að auki,"['að auk að auki', 'auk þess']"
þaraðauki,"['að auk að auki', 'auk þess']"
erfðavísir,['gen']
DKS,['DNA']
RKS,['RNA']
snjall,['snjallur']
snjallkaldur,"['ískaldur', 'sárkaldur']"
ískaldur,"['snjallkaldur', 'sárkaldur']"
sárkaldur,"['ískaldur', 'snjallkaldur']"
ískuldi,['nístingskuldi']
skógareldur,['skógarbruni']
úrhellisrigning,['úrhellisregn']
úrhellisregn,['úrhellisrigning']
kalsíumblokki,['kalsíumgangaloki']
kalsíumgangaloki,['kalsíumblokki']
hjartaöng,['hjartakveisa']
hjartakveisa,['hjartaöng']
miðeyra,['hljóðhol']
meyjarfluga,['glermær']
glermær,['meyjarfluga']
glermey,['meyjarfluga']
prentplata,['prentrás']
kjölfar,"['kjölrák', 'varsími']"
þýski kakkalakki,['litli kakkalakki']
litli kakkalakki,['þýski kakkalakki']
sjálfsfróun,"['fýsnarfróun', 'sjálfsþæging']"
friðsæll,['friðsamur']
líkan,['módel']
fara í kjölfar einhvers,['sigla í kjölfar einhvers']
sigla í kjölfar einhvers,['fara í kjölfar einhvers']
Brussel,['Brusselborg']
skjálfandi,['titrandi']
tilvera,['veröld']
undrun,['furða']
snigill,['kuðungur']
nýársdagur,['nýár']
nýár,['nýársdagur']
