word,synonyms
أساء,"['أَحْزَنَ', 'آذى']"
تقذير,['تَوْسِيخ']
انتهض,"['قَامَ', 'وَقَفَ']"
راغب-عنها-,"['زَاهِدفِي الدُنيَا', 'مُنْصَرِفعَنْهَا']"
أدهق,['مَلأَ']
تخيّل,"['تَوَهُّم', 'ظَنّ']"
أرخى,"['سَدَلَ', 'أَرْسَلَ']"
درع-قصيرة-,"['بَدَن', 'جَسَد']"
عميق,"['سَحِيق', 'بَعِيد']"
تنزه,"['تَكَرُّم', 'تَرَفُّع']"
باغز,"['نَشِيط', 'فَاجِر', 'فَاحِش']"
ذهب(وا),"['اِنْكَشَحَالقَومُ', 'تَفَرَّقَوا']"
هنأ,"['أَرْغَدَ', 'طَابَ']"
أطبق(ه),"['أَوْصَدالبَابَ', 'أَغْلَقَه']"
حسن-القامة-,"['رَشَاقَة', 'خِفَّةفِي العَمَل']"
تمازح,['تَدَاعُب']
أندخ,"['أَحْمَق', 'غَبِي']"
خذل(بعضهم بعضا),['تَخَاذَلَالقَومُ']
افتخر,"['زَهَا', 'تَكَّبَرَ']"
إشارة,"['تَلْمِيح', 'تَعْرِيض']"
توهّم,"['ظَنّ', 'تَخَيُّل']"
انسكب,"['اِنْهَلَّالدَمْعُ', 'تَسَاقَطَ']"
نيّة,"['تَعَزُّم', 'تَصْمِيم']"
طّرح,"['تَرْك', 'تَخْلِية']"
تعجّل,['إِسْرَاع']
حقّ الله على البشر,"['حُرْمَة', 'مُحَرَّم', 'ذِمَة']"
ترجّل,"['مَشَىعَلَى رِجْلَيْهِ', 'نَزَلَعَلَى دَابَتِهِ']"
اندكّ(الجدار),['اِنْهَدَمَ']
قسّم,['جَزَّأَ']
انصات,"['تَوَارى', 'اِسْتَقَامَ', 'اِسْتَوى']"
إخفاء,"['خُفُوت', 'خَفْض', 'ضُعْف']"
إبشام,['إِتْخامْ']
مكتفي,"['شَبْعَان', 'مُمْتَلِئ']"
جمع(ه),"['بَقَطَالمَتَاعَ', 'حَزَمَه']"
بصر,"['نَظَر', 'رُؤْيَة']"
أجلى,['خَرَجَ']
أجلّ,['اِحْتَرَمَ']
بطين,"['عَظِيمالبَطن', 'مَلآن']"
اقترب,"['زَلَفَ', 'تَقَدَّمَ']"
ساعد(ه),"['آزَرَفُلانُ فُلاناً', 'عَاوَنه', 'قَوَّىه']"
بطيش,['بَطّاش']
بطيط,"['كَذِب', 'عَجَب']"
ذرف,"['سَجَمَ', 'سَالَ']"
أجلب,"['أَضَّجَ', 'صَاحَ']"
أقطب(القوم),['اِجْتَمَعَ']
اتكل (على نفسه),['اِعْتَمَدَ على نَفْسهِ']
رمّة,['كُلّ']
اندفع,"['اِنْقَضَّ', 'اِنْصَبَ', 'سَقَطَ']"
اقترن,"['اِتَّصَلَ', 'تَزَوَّجَ']"
رقود,['نَوم']
بخس(الحق),['نَقَصَه']
أذلال,"['أَوَاخِرُ', 'أَصَاغِرُ']"
عدم الإيضاح,"['تَثْبِيج', 'إِبْهَام']"
تجمهر,['اِجْتِمَاع']
متمكن,"['رَاسِخ', 'ثَابِت']"
بصّ,"['لَمَعَان', 'بَرْق', 'تَلأْلُؤ']"
إبشار,['سُرُور']
ألفج,['أَفْلَسَ']
توعّد,['تَهَدَّدَ']
ألفة,"['أُنْس', 'بَهْجَة', 'طُّمَأنِينَة']"
بشاعة,"['دَمَامَة', 'قُبْح']"
اجتهد,['تَجَاهَدَ']
تنسّق,['اِنْتَظَمَ']
أجدد,['أَحْدَث']
أجدب,"['أَمْحَلَ', 'يَبِسَ']"
أوباش-النّاس-,"['سَفَلَة', 'أَرَاذِل']"
بعل(من الأرض),['التي تَسْقِيها الأَمْطَار']
تكثير,"['زِيَادَة', 'تَوْفِير']"
بحث-عنه-,['تَحَرّىعَنْه']
إيثاق,"['شَدّ', 'عَقْد', 'تَقْوِيَة']"
جسد,['بَدَن']
طمأنينة,"['سَكِينَة', 'اِسْتِقْرَار']"
استكشف,['اِسْتَجْلَى']
جسر,['شُجَاع']
إسخان,['إِحْماء']
أخدر,['أَقَامَ']
أجدل,"['قَوِيّ', 'مَفْتول']"
صادف,"['اِلْتَقَى', 'رَأَى', 'لَقِيَ']"
تآسّي,"['تَصَبُّر', 'تَعَزِّي']"
عمّر,"['شَادَ', 'بَنَى']"
حزونة,['خُشُونَة']
انضمّ(الشيء),"['اِجْتَمَعَتأَجْزَاؤهُ', 'اِنْقَبَضَ']"
ديمومة,"['دَوَام', 'اِسْتِمْرَار', 'بَقَاء']"
انحذق(الشيء),['اِنْقَطَعَ']
أجدّ,['اِجْتَهَدَ']
انقاض(الحائط),['اِنْهَدَمَ']
لمعان,"['تَوَهُّج', 'تَوَقُّد', 'تَلأْلُؤ']"
ممتلئ-البطن-,['بِطَان']
أبّش,['جَمَعَ']
أوبة,['رُجُوع']
التواء,"['تَأَوُّد', 'اِعْوِجَاج']"
تقشّع,['تَفَرَّقَ']
هوان,"['ذُلّ', 'حَقَارَة', 'ضَعْف']"
أمرش,['كَثِير الشَر']
إقدام,"['شَجَاعَة', 'جُرْأَة']"
رديء,"['سَيِّئ', 'قَبِيح']"
تناءى,['اِبْتَعَدَ']
فرح-به-,"['تَبَهَّجَبِهِ', 'سُرَّبِهِ']"
بطؤ,"['تَمَهَّلَ', 'تَوَانَى', 'تَثَاقَلَفي حَرَكَتِهِ']"
تخسيس,['تَقْلِيل']
حكى,"['أَوْرَدَ', 'سَرَدَ']"
حكم,"['قَضَى', 'فَصَلَ']"
شيء محرّم,"['حَرَم', 'مَكَانمُقَدَّس']"
ماطل(ه),['بَاطَأَه']
استرضاء,['تَأْنِين']
انتثر(الشيء),['تَفَرَّقَ']
بادا(ه)-بالعداوة-,"['كَاشَفَهبِها', 'أَظْهَرَهالَهُ']"
انثمّ,"['هَزُلَ', 'ضَعِفَ']"
برّأ(ه)-من التهمة-,['رَفَعَهاعَنْهُ']
تقشّف,['اِخْشِيشَان']
إقداء,['رُجُوعمن السَّفَرَ']
رديم,['بَالِي']
هزيل,"['أَهْيَف', 'ضَامِرالبَطْن']"
يابس,['شَزّ']
تحويل,"['تَغْيِير', 'تَبْدِيل']"
أفوك,['كَذِب']
طائش,"['أَهْوَج', 'شُجَاع']"
تّرفّع,"['اِسْتِعْلاَء', 'غَلَبَة']"
راغب,"['مُحِبّ', 'مُرِيد']"
ارتياح,"['رَاحَة', 'سَكِينة', 'هُدُوء']"
أصمّ,['أَطْرَش']
تراجع,['تَكَعْكُع']
ظهور,"['سُفُور', 'وُضُوح', 'كَشْف']"
أقلّة(من الناس),"['سَفَلَة', 'مُنْحَطُون']"
تجادع-القوم-,"['تَخَاصَمَوا', 'تَشَاتَموا']"
أعوج,"['مُنْحَنِي', 'مُلْتَوي']"
ألأم(الشيء),"['أَصْلَحَ', 'جَمَعَ', 'شَّدَ']"
التكد,['لاَزَمَ']
شراسة,['سُوءالخُلُق']
حفل,"['حَفِيَ', 'سُرَّ', 'أَكْرَمَ']"
دناوة,['قُرْب']
انصلت,['ظَهَرَ']
أسرع-ت-,['اِنْمَلَعَتِ الدَّابَّة']
برّح-به-,"['أَتْعَبَه', 'آذَىه']"
اجتمع(وا),['تَجَمْهَرَالقَوم']
مجالس,['جِلْس']
إكماد,"['إِحْزَان', 'إِغْمَام']"
تليّغ,['تَحَمُّق']
سهّد,['أرَّقَ']
ارتشف,['اِمْتَصَّ']
انحناء,"['اِنْكِرَاس', 'اِنْكِبَاب']"
خلط بالماء,"['جَبْل', 'خَلْق', 'طَّبْع']"
انقعاض,['اِنْحِنَاء']
انقعاص,"['تَثَنِّي', 'اِلْتِوَاء']"
انقعاش,['اِنْهِدَام']
مهارة,"['حِذْق', 'بَرَاعَة']"
ثبّى,['جَمَّعَ']
انحلّ(ت)-العقدة-,['اْنْفَكَّت']
تعاظم,['تَكَبُّر']
أونى,"['أَتْعَبَ', 'أَضْعَفَ']"
تخطّل,"['تَبَخْتُر', 'تَلَوِّي']"
ثبّت,['رَسَّخَ']
أكره(ه)-عليه-,"['أَوْجَذَهُعلى الأَمْرِ', 'حَمَلَهعَلَيْهِ']"
جعد,"['مُتَقَبِّض', 'مُلْتَوِي']"
توضيع,"['إِخْسَاس', 'تَحْقِير']"
تشاتم(وا),"['تَجَالَعَالقَوم', 'تَنَازَعَوا']"
رجّع-الصوت-,"['أَوَّبَ', 'رَجَعَ']"
أقلع(عن الشيء),['اِمْتَنَعَعَنْهُ']
عاب(ه),['أَمْضَحَعِرْضَه']
تّوق,['اِعْوِجَاج']
حييّ,"['ذُوحَيَاء', 'خَجُول']"
تجبّر,"['تَكَبُّر', 'تَعَظُّم', 'تّيه']"
جدوى,['فَائِدَة']
تردّد,['حَيْرَة']
انهمل,['فَاضَ']
بور-من الأرض-,['مَتْرُوكَةمن دُون زَرع']
انكراث,['اِنْقِطَاع']
انتظم(ت)الأشياء,"['اِتَسَقَت', 'اِنْضَمَّبَعضُها لبَعض']"
تصعيب,"['تَعْقِيد', 'تَشْدِيد', 'تَضْيِيق']"
تصعيد,['اِرْتِقَاء']
أجّح,"['أَضْرَمَ', 'أَلْهَبَ']"
انكراس,"['اِنْكِبَاب', 'اِنْحِنَاء']"
خفوق,"['اِضْطِرَاب', 'تَحَرُّك']"
رخيم,"['لَيِّن', 'سَهْل']"
انشتات,['تَفَرُّق']
تاكّ,"['أَحْمَق', 'غَبِي', 'مَهْزُول']"
ادّخار,['تَخْبِئَة']
استبشع,['اِسْتَقْبَحَ']
خفوت,"['خَفْض', 'إِخْفَاء', 'ضُعْف']"
انآد,"['اِنْحَنَى', 'تَثَنّى']"
دار السّلام,['جَنَّة']
اتّفق,['تَوَحَّدَ']
انهمر,"['اِهْدَوْدَرَالَََََََََََََََََََََََََََََمَطَرُ', 'اِنْصَبَّ']"
أهدف-منه-,['قَرُبَ']
اعوج,"['اِنْأَطَرَ', 'اِنْثَنَى']"
أنوأ-ت-السماء,['غَطّىها_الغَيْمُ_']
سحام,['سَوَاد']
أوزن,"['ََأقْوَى', 'أَثْقَل']"
أحاط,['حَدَّقَ']
تباهى,['تَفَاخَرَ']
أوزف,['َأَسْرَعَ']
تباهي,"['تَمَدُّح', 'تَفَاخُر']"
أذلّ,"['حَقَّرَ', 'صَغَّرَ']"
حقود,"['مُعَادِي', 'مُبْغِض', 'نَاقِم']"
معوزون,"['أَوْبَادٌمن القَوْمِ', 'فُقَرَاء']"
ربط,"['إِيثَاق', 'شَدّ']"
كثرة(العطاء),"['إنْدَاء', 'جُود', 'تَبْلِيل']"
أمسك(عن الأمر),"['كَفَّعَنْه', 'اِمْتَنَعَعَنْه']"
أبحر(ت),['أَقْلَعَتالسَفِينة']
استيقظ,['صَحَا']
آمن(به),"['وَثِقَبه', 'صَدَّقَه']"
سالف,['مَاضِي']
اقتسم,['تَوَزَّعَ']
ربح,['كَسْب']
شريف,['نَبِيل']
خاوي,['خَالِي']
تسريع,['تَعْجِيل']
إدخال,['إِدْغَام']
تصالح,['تَهَادُن']
أبخس,['أَنْقَص']
شخص-من-,['خَرَجَ']
أسرع-إليه-,['بَكِرَإِلى الشيء']
مطر-خفيف-,"['بَغْش', 'رَذَاذ']"
ثاقب(من العقل),['راجِحٌ']
رجوع(إلى الوراء),['تَرَاجُع']
عاهد(ه),['بَايَعَهفي الأمرِ']
ثار-ت-,"['اِهْتَرَشَتالكِلاَبُ', 'تَقَاتَلَت']"
تسخّن,['تَدَفَّأَ']
ربّ,"['إِلَه', 'مَعْبُود']"
أتعس,"['حَزَّنَ', 'أَحْزَنَ']"
اكلولى,['اِنْهَزَمَ']
مرهف,"['بَهِش', 'حَنُون']"
تخصّص-به-,['اِنْفِرَدَبِهِ']
أتعب,"['أَوْنَى', 'أَضْعَفَ']"
أصغران,['قَلْبْ وَ لِسَان']
أضاء,['تَنَوَّرَ']
دّم,"['بَشِعَ', 'قَبُحَ']"
أضاع,"['فَقَدَ', 'ضَيَّعَ']"
إسراف,"['تَبْذِير', 'تَبْدِيدالمال']"
أيبس(الشيء),['جَفَّفَه']
ائتمّ,['قَصَدَ']
أماثل(الناس),"['أَشْرَافُ', 'نُبَلاَءُ']"
شقيّ,"['تَعِيس', 'هَالِك']"
مارس,['زَاوَلَ']
تعرّف,['مَعْرِفَة']
تعرّي,['اِقْتِشَار']
أمحل,"['أَجْدَبَ', 'يَبِسَ']"
سكوت,"['هُدُوء', 'جُمُود']"
أمحص,"['مُتسَامِح', 'مُلاَطِف']"
سكون,"['خُبُوّ', 'خُمُود']"
أعطى(إكراما),['أَهْدَى']
ممهّد,"['رَائِد', 'مُتَقَدِّم']"
إسراع,"['زَمْع', 'خِفْيَة']"
دفء,"['حَرَارَة', 'سُخُونَة']"
أضاف,['زَادَ']
إسرار,['إِكْنَان']
لم ينضج,['أَنُضَاللَحْمُ']
تقطّع,['تَمَسّى']
أنتن,"['خَمَّ', 'فَسَدَ']"
برقعة,['تَقَنُّع']
انبطح,['اِسْتَلْقَىعَلى وَجهه']
إخلاق,['بِلَى']
إخلاف,"['حِنْث', 'عَدَم الوَفَاء']"
إخلال,"['خُلْف', 'نَكْث', 'عَدَمالوَفَاء']"
بشّ-وجهه-,"['تَهَلَّلَ', 'أَشْرَقَ']"
تهازؤ,['سُخْرِيَة']
تهازأ,['سَخِرَ']
ساقطة,['فَاجِرة']
وصف(المحاسن),"['تَشْبِيب', 'تَغَزُّل']"
غنّى,['شَدَا']
أقحط,['أَجْدَبَ']
احتفال,['اِجْتِماع التَكْريم']
اقتدى,"['تَبِعَ', 'تَلَى', 'لَحِقَ']"
بسّط-الأمر-,"['سَهَّلَه', 'يَسَّرَه']"
تمشّى,"['مَشَى', 'تَنَزَّهَ']"
كفر-النعمة-,"['بَطِرَ', 'جَحَدَ']"
استهجن,['اِسْتَقْبَحَ']
إخلاص,['وَفَاء']
اتخذ مالا,"['تَمَوَّلَ', 'اِغْتَنَى']"
غار,['جَحَرَ']
مبذّر,"['تِبْذَار', 'مُسْرِف']"
غاب,['اِنْقَمَسَالنَجْمُ']
إخلاء,"['تَفْرِيغ', 'إِفْرَاغ']"
نبّه,"['حَذَّرَ', 'خَوَّفَ']"
ألبس,['أَكْسَى']
رسّب,['سَقَّطَ']
إخلاد,['إِقَامَة']
نّحت,"['اِبْتِراَء', 'بَرْي']"
إعجاب-بالنفس-,"['خُيَلاَء', 'تَكَبُّر']"
استبطان,['إِخْفَاء']
تشابه,['تَمَاثُل']
تشابك,['اِخْتِلاَط']
سجوّ,['تَغْطِيَة']
تميّل,"['تَمَايُل', 'تَبَخْتُر']"
داوم,"['وَاظَبَ', 'ثَابَرَ']"
أخضم,"['أَجْزَلَ', 'جَادَ']"
أخضل,"['اِبْتَلَّ', 'نَدِيَ']"
تنصّل,['تَبَرُّؤ']
داوى,"['عَالَج', 'شَفى']"
زلال,"['عَذب', 'صَافِي']"
التبد(الشعر),"['تَدَاخَلَ', 'لَصَقَبَعْضَه بِبَعْض']"
أخضب,"['اِخْضَرَّ', 'أَوْرَقَ']"
أسأم,"['أَضْجَرَ', 'أَمَلَّ']"
اقتدر(عليه),"['قَدِرَ', 'قَوِيَ']"
ظفر,"['أَنْجَعَ', 'نَفَعَ', 'فَازَ']"
تعفّف عن الزواج,"['تَبَتُّل', 'اِنْقِطَاع', 'سُقُوط']"
شوّه(ه),"['أَوَّمَه', 'عَطَّشَه']"
أخضع,"['أَخْنَعَ', 'أَذَلَّ']"
مساند,"['دَاعِم', 'مُؤَازِر']"
جاوب,['رَدَّ']
استبطاء,"['اِسْتِئْخَار', 'اِسْتِمْهَال']"
اغتدى,['بَكَّرَ']
انظمّ,"['تَقَلَّصَ', 'اِنْزَوَى', 'تَجَمَّعَ']"
احتفاء,"['خَلْعُ النَعْلَين', 'التَكْريم']"
توقى,"['اِحْتَذَرَ', 'حَذِرَ']"
إهمال,"['بَهْل', 'قَلِيل']"
ذكاء,"['حِدَّةالعَقْل', 'فِطْنَة']"
زعزع,['حَرَّكَ']
أزّم,"['عَقَّدَ', 'صَعَّبَ']"
تهنّف,['بَكَى']
إطناب (في الكلام ),"['إِطَالَة', 'مُبَالَغَة']"
تأهّل(الرجل),['تَزَوَجَّ']
قعد,['جَلَسَ']
تلميع,"['صَقْل', 'جَلْي']"
صاحب,['تَارَبَ']
شاوي,"['يَابِس', 'جَافّ']"
كتابة,"['تَسْطِير', 'تَخْطِيط']"
تصلّب برأيه,"['تَعَنَّدَ', 'عَانَدَ']"
عدّة,"['أُهْبَةَ', 'اِسْتِعْدَاد']"
تعطل -عن العمل-,"['بَطَالَة', 'هَزل']"
سعد,"['سَعَادَة', 'يُمْن', 'بَرَكَة']"
ذكيّ,"['زَكِن', 'فَطِن']"
شّبع,"['اِرْتِوَاء', 'شُّرْب']"
استزاد,"['طَلَبَ الزَادَ', 'طَلَبَ الزِيَادَة']"
أذعن,"['أَوْدَحَ', 'خَضَعَ', 'أَطَاعَ']"
جريء,"['شُجَاع', 'مِقْدَام']"
ساوى,"['سَوَّى', 'عَدَلَ']"
شاور,['تَشَاوَرَ']
تبليح,"['تَعَب', 'عَجْز']"
تهنّؤ,['فَرَح']
تهنّأ,['فَرِحَ']
أسال(قطرة قطرة),['أَقْطَرَالماء']
إشكال,"['تَلَبُّس', 'اِخْتِلاَط']"
حثيث,['سَرِيع']
تحوّل,"['حَالَ', 'تَغَيَّرَ', 'اِحْتَالَ']"
تودّد,['تَحَبُّب']
رزاخ,['جَثْم']
جسيم,['بَوّاعُمن الجِمَال']
انصرف(عنه),['اِنْكَفَّعن الأمْرِ']
تواني,['تَقْصِير']
خيبة,['اِنْقِطَاع الأَمَل']
توانى,['قَصَّرَ']
احتشد,"['حَفَلَالقَومُ', 'تَجَمَّعَ']"
ثآدة,"['سَمِينَة', 'مُكْتَنِزَة']"
وقور,"['زَمِّيت', 'رَزِين', 'رَصِين']"
وقوع,['سُقُوط']
أقود,['بَخِيل']
تّدفق,"['اِنْبِجَاس', 'اِنْفِجَار']"
قلّ-ماله-,"['أَوْتَحَ', 'أَتْعَبَ', 'عَذَّبَ']"
احتفى,['أَكْرَمَ']
بهرة,"['عَلاَنِيَة', 'جِهَار']"
بهرج,['بَاطِل']
جازم,['مُؤكِّد']
أقوى,"['أَوْزَن', 'أَثْقَل']"
وقوف,"['حِرَان', 'عَدَم الانْقِيَاد']"
خسر,['حَرِمَ']
جازى,['كَافَأَ']
تهيم,['مُتَّهَم']
أدخل(ه),['أَوْلَجَه']
بثّ,"['نَّشْر', 'تَفْرِيق']"
سبق,['تَقَدَّمَ']
احتشم,"['تأَدَّبَ', 'اِسْتَحيا']"
شّكّ,['اِرْتِيَاب']
يوم-الحساب-,"['دَيْنُونَة', 'يَومالقِيَامَة']"
أوجب,"['عَيَّنَ', 'فَرَضَ']"
خشيّ,['خَائِف']
بزاغ(من الغلمان),"['يَقِظ', 'لَبِق']"
حقيق,"['جَدِير', 'خَلِيق', 'حَرِيص']"
أوجأ,"['أَخْطَأَ', 'فَشِلَ']"
أذنب,"['أَخْطَأَ', 'أَجْزَمَ', 'أَثِمَ']"
أوجر,['خَائِف']
تغريث,['تَجْوِيع']
ساطع,"['لاَمِع', 'بَرَّاق']"
أوجز,"['قَلَّلَ', 'اِخْتَصَرَ']"
تعسير,"['تَصْعِيب', 'تَشْدِيد']"
ضرب-شديد-,['خَبْط']
بركة,"['سَعْد', 'سَعَادَة', 'يُمْن']"
نسي,"['سَهَا', 'غَفَلَ']"
استحلى,['اِسْتَطْيَبَ']
امتلأ(بالناس),['اِكْتَظَّالمكان']
ابتسام,['تَبَسُّم']
ثأر(للقتيل),['قَتَلَقَاتِلَهُ']
عزم,['جَزَمَ']
تقلّّّّص,"['تَقَاصُر', 'اِنْقِبَاض']"
اقتمأ,['جَمَعَ']
اقمطر(عليه),['تَزَاحَمَ']
استكبار,"['اِسْتِعْظَام', 'تّيه', 'تَّكَبُر']"
أقنأ (الشيء),['أَفْسَدَه']
أوجف,"['أَسْرَعَفي سَيْرِهِ', 'هَرْوَلَ']"
بذل(وسعه),"['جَاهَدَ', 'قَاتَلَالعَدُوَّ']"
أوجل,['خَائِف']
معجّل,"['سَرِيع', 'مُسْرِع']"
خيانة,['غَدْر']
إخضاع,"['إِخْنَاع', 'ذُلّ']"
حقير,"['سَفَاسِف', 'رَدِيء']"
خشية,['خَوْف']
تغزّل,"['شَبَّبَ', 'وَصَفَالمَحَاسِن']"
راضخ,"['خَاضِع', 'ذَلِيل']"
استصغار,['اِسْتِقْلاَل']
ترقيع,['إِصْلاَح']
متنقل,"['رَاحِل', 'مُغَادِر']"
اكتسب,['رَبَحَ']
عظيم (القدر),['جَلِيل']
توغّر,"['حَنِقَ', 'اِغْتَاظَ']"
آنس(ه),['لاَطَفَه']
رفيع,['سَنِيّ']
شديد-البخل-,['زَنْدَق']
امتحان,"['خِبْرَة', 'عِلم', 'تَجْرُبَة']"
انسحب(من المكان),['غَادَرَه']
اكتسى,['لَبِسَ']
عمل-حسن-,"['حَسَنَة', 'مَعْرُوف']"
أوباد-من القوم-,"['فُقَرَاء', 'مُعْوَزُون']"
رتق,"['سَدَّ', 'أَغْلَقَ']"
راضي,"['قَابِل', 'قَانِع']"
راضى,"['رَوَّضَ', 'ذَلَّلَ']"
أدخل,['شَبَكَ']
عود-آلة موسيقية-,['بَرْبَط']
أنبت,['بَقَلَالمكان']
مال(إلى),"['اِنْضَوَى', 'اِنْضَمَّ']"
أنبأ,['أَخْبَرَ']
إحجام,"['تَأَزِّي', 'نُكُوص', 'تَرَاجُع']"
هدأ,"['سَكَنَ', 'جَمَدَ', 'أَقَامَ']"
تواضع,"['خُضُوع', 'ذُلّ', 'اِنْقِيَاد']"
أنبس,"['سَكَتَمن الذُلّ', 'أَسْرَعَ']"
أنبر,['بَنَى']
هدر,"['بِطْر', 'بَاطِل']"
إعدام,"['إِفْلاَس', 'اِفْتِقَار']"
شقّ,"['حَرَثَ', 'ذَلَّلَ']"
التهب,"['اِشْتَعَلَ', 'اِتَقَدَ']"
عدم توقّع,['اِسْتِبْعَاد']
امتلك(الشيء),"['اِحْتَوى', 'حَازَ']"
دناءة,"['سُفُول', 'اِنْخِفَاض', 'اِنْحِطَاط']"
زوال,"['ذَهَاب', 'هَلاَك', 'مَوت']"
بليل,"['بَارِد', 'رَطِب']"
تتويه,['إِضْلاَل']
تمام,"['تَمَامَة', 'كَمَال']"
بليغ,"['فَصِيح', 'ذُو البَيَان']"
جشّر,['أَفْرَغَ']
قتّر,['زَنَّقَ']
استرقّ,['اِسْتَبْعَدَ']
سعف,"['سَاعَدَ', 'عَاوَنَ']"
بليد,"['ضَعِيفالذَكَاء', 'كَسُول']"
تشبيب,"['تَغَزُّل', 'وَصْفالمَحَاسِن']"
زواج,"['اِقْتِرَان', 'اِتِّصَال']"
تعجيل,['تَمْتَمَة']
هدى,"['رُشْد', 'اِسْتِقَامَة', 'صَوَاب']"
خاب-أمله-,['اِنْقَطَعَ']
هدم,['تَقْوِيض']
أرذال,['حُثَالَة']
اتّكال (على النفس ),['اِعْتِمَاد  على النَفْس ']
اتّهم,['جَرَّمَ']
إجبار,['إِكْرَاه']
هدّ,"['تَهْدِيم', 'نَقْض', 'إِسْقَاط']"
تهواد,"['لِين', 'لُطْف']"
بذور,"['نَمّام', 'مُفْسِد', 'ثَرْثَار']"
إبادة,"['تَدْمِير', 'إِهْلاَك', 'إِمَاتَة']"
أطاع,"['بَرَّ', 'صَدَقَ']"
بذوخ,"['اِرْتِفَاع', 'عَظَمَة', 'اِفْتِخَار']"
انقضّ,"['اِنْدَفَعَ', 'اِنْصَبَ', 'سَقَطَ']"
ذّنب,"['إِفْك', 'كَذِب', 'إِثْم']"
منصت,"['سَامِع', 'مُطِيع']"
تهويل,"['تَخْوِيف', 'تَعْظِيم']"
تهوين,"['تَيْسِير', 'تَسْهِيل']"
احتجب-ت-,['اِنْكَسَفَتالشَمْسُ']
سنح,"['عَرَضَ', 'حَضَرَ', 'خَطَرَ']"
انقضى,"['فَنِيَ', 'مَضَى', 'اِنْقَطَعَ']"
اهتراش,"['ثَوْرَة', 'تَقَاتُل']"
أنحل(الدابة),"['أَضْعَفَها', 'أَهْزَلَها']"
تريّث,"['تَثَبَّطَ', 'تَمَهَّلَ']"
ذباح,"['جَزَّار', 'لَحَّام']"
تهامس,['تَسَارّ']
سنّ,"['شَحَذَ', 'أَحَدَّ']"
أزعج,['أَقْلَقَ']
مشّط,"['سَرَّحَ', 'رَجَّلَ']"
نجح,"['تَوَفَّقَ', 'أَفْلَحَ']"
احتقار,"['إِهَانَة', 'إِذْلاَل', 'اِسْتِخْفَاف']"
انقضب,['اِنْقَطَعَ']
انكسر-الحرّ-,"['سَكَنَ', 'هَدَأَ']"
نجا,['خَلَصَ']
تهارش,"['تَوَاثُب', 'تَقَاتُل']"
مصّ,['رَشَفَ']
تّوقّي,"['اِحْتِراس', 'تَحَفُظ']"
عائد-مساء-,"['رَائِح', 'ذَاهِب']"
بذول,"['كَرِيم', 'مِعْطَاء', 'مُضَحّي']"
أحيا,"['سَهِرَ', 'لَمْ يَنَم']"
أطاف,['أَحَاطَ']
سحت,['حَرَام']
سحب,"['جَرّ', 'جَذْب']"
إفادة,"['إِعْطَاء', 'كَسْب', 'اِقْتِنَاء']"
أحيح,['غَضَب']
تنويه,"['إِشَادَة', 'تَعْظِيم']"
تنويل,['إِعْطَاء']
أنهك(ه),['أَتْعَبَهُبِشِدَة']
تشاتم,['سَابَّ']
جمع(بينها),"['تَوْحِيدالآرَاء', 'تَوْفِيقبَيْنَهَا']"
حصانة,['مَنَاعَة']
تلاحم,"['تَقَاتُل', 'اِنْضِمَام']"
أكّد,['جَزَمَ الشيء']
تلاحي,"['لَعْن', 'شَتم', 'تَبَاغُض']"
تلاحى,"['تَلاَعَنَ', 'تَشَاتَمَ', 'تَبَاغَضَ']"
سكّت,['صَمَّتَ']
فائدة,['رَادّة']
مستجد,['حَادِث']
تكثّف,"['غِلْطَة', 'كَثْرَة']"
زيّن,"['جَمَّلَ', 'حَسَّنَ', 'حَلَّى']"
تثبّط,"['تَرَيَّثَ', 'تَمَهَّلَ']"
إشاطة,"['إِحْرَاق', 'تَّفْريق']"
تلاحز,['تَعَارَضَ']
اتكل,['اِعْتَمَدَ']
أخشع,['أَخْضَعَ']
سكّن,['هَدَّأَ']
أجراس,['جَلاَجِل']
برس-الأرض-,"['سَهَّلَها', 'لَيَّنَها']"
إعادة,"['تَكْرِير', 'تَصْفِيَة']"
تفرق ( في الطلب ),['أَضَبَّ القَوم في حَاجَةٍ ']
بقّى,"['تَرَكَ', 'ثَبَّتَ', 'أَدَامَ']"
إخماد,['إِطْفَاء']
حقارة,"['سَفَه', 'جَهْل', 'دَنَاءَة']"
اقعنسس,"['تَأَخَّرَ', 'تَخَلَّفَ']"
هلاك,"['زَوَال', 'ذَهَاب', 'مَوت']"
كرّم,"['أَبْرَحَ', 'أَزاَلَ', 'عَظَّمَ']"
استقبل,"['وَاجَه', 'لاَقى', 'رَحَبَ']"
تعظم,"['تَبَدَّخَ', 'تَكَبَّرَ']"
غافل,"['شَارِد', 'تَائِه', 'سَاهِي']"
ثباتة,"['شَجَاعَة', 'حَزْم']"
مرسل,"['بَاعِث', 'دَافِع', 'سَبَب']"
اختتال,['خِدَاع']
اختتام,['إِنْهاء']
قادم,"['آتِي', 'وَاصِل']"
شّتم,['إِقْذَاع']
انتياص,['غِيَاب']
أطعم(الصائم),"['أَفْطَرَالصَائِمَ', 'سَقَىالصَائِمَ']"
باشّ,['مُتَهَلِّلالوَجْه']
أوّب,"['رَجَعَ', 'رَجَّعَالصَوْتُ']"
-أندى,"['أَكْثَرَ عَطَاءً', 'أَجْوَد']"
حبّذ,"['قَبِلَ', 'اِرْتَضَى']"
