word,synonyms
древко,"['рукоятка', 'ручка', 'топорище', 'кнутовище', 'помелище', 'метловище']"
древний,['возраст']
дремать,['бдеть']
дрессировать,"['воспитывать', 'приготовлять', 'водить', 'внушать', 'наказывать']"
дробь,['единица']
дрова,"['валежник', 'хворост', 'дром', 'лом', 'сушь', 'головня', 'полено', 'лучина', 'щепа', 'лес']"
дрожать,['бояться']
друг,"['товарищ', 'любитель', 'дружить']"
другой,"['разный', 'противоположный']"
дружба,"['любовь', 'согласие', 'союз']"
дружественный,['враждебный']
дружина,"['дивизия', 'бригада', 'полк', 'батальон', 'рота', 'эскадрон', 'взвод', 'гарнизон', 'команда', 'экипаж']"
дружить,"['ссориться', 'враждовать']"
дручок,"['багета', 'дранка', 'лучина', 'планка', 'щепа']"
дряблый,"['беззащитный', 'больной', 'нежный', 'худой']"
дрянь,"['худой', 'старый']"
дубина,"['древко', 'палка']"
думать,"['верхоглядничать', 'рассеиваться']"
дурак,['глупый']
дурачить,"['притворяться', 'хитрить']"
дурачиться,"['забавляться', 'насмехаться']"
дурить,"['самовольствовать', 'шалить', 'упрямиться']"
дурной,"['худой', 'некрасивый']"
дурь,['мятеж']
дуться,['будировать']
духовенство,['мирянин']
духовный,"['материальный', 'практический', 'светский']"
душа,['глава']
дыра,"['прокол', 'течь', 'свищ']"
еврей,"['еврейка', 'евреянка', 'жидовка']"
еда,"['пища', 'есть']"
едва,"['почти', 'сомнительно']"
единение,"['любовь', 'согласие', 'союз']"
единица,['часть']
единовластно,"['единолично', 'единодержавно', 'независимо', 'самостоятельно', 'один']"
единогласие,['согласие']
единодушно,['участвовать']
единомыслие,"['дружба', 'дозволение', 'сходство']"
единоплеменник,['товарищ']
единственный,"['необыкновенный', 'отличный']"
единство,"['дружба', 'дозволение', 'сходство']"
единый,['коллективный']
едкий,"['резкий', 'острый', 'колкий', 'хлесткий', 'ядовитый', 'язвительный', 'сатирический', 'ехидный', 'забористый', 'заковыристый', 'обидный', 'оскорбительный', 'грубый', 'потрясающий']"
ежедневно,"['каждодневно', 'каждый божий день', 'изо дня в день', 'со дня на день']"
ежедневный,"['каждодневный', 'вседневный', 'повседневный', 'обиходный', 'обыденный', 'будничный']"
ездить,"['ехать', 'кататься', 'катить', 'колесить', 'путешествовать', 'скакать', 'лететь', 'мчаться', 'нестись', 'гнать']"
еле,"['почти', 'сомнительно']"
ералаш,['беспорядок']
ерепениться,"['коснеть', 'противиться']"
если,['разве']
естественный,['простой']
есть,['питаться']
есть,['бывать']
ехать,"['ездить', 'кататься', 'катить', 'колесить', 'путешествовать', 'скакать', 'лететь', 'мчаться', 'нестись', 'гнать']"
ехидный,"['враждебный', 'сварливый']"
еще,"['опять', 'кроме']"
жадность,"['намерение', 'корыстолюбие', 'любовь', 'попытка']"
жадный,['скупой']
жалеть,"['щадить', 'печалиться', 'сжалиться', 'сочувствовать']"
жалкий,"['малый', 'несчастный', 'печальный', 'худой']"
жалоба,['плач']
жалованье,['доход']
жаловать,"['дарить', 'любить']"
жаловаться,['плакать']
жалостливый,['добрый']
жать,"['об', 'давить', 'обременять']"
ждать,"['надеяться', 'мешкать']"
жезл,"['багета', 'дранка', 'лучина', 'планка', 'щепа']"
желание,"['намерение', 'корыстолюбие', 'любовь', 'попытка']"
желанный,"['привлекательный', 'милый']"
желать,['стремиться']
желчный,"['враждебный', 'сварливый']"
жеманный,"['высокопарный', 'необыкновенный']"
жена,['сварливый']
жениться,"['расторгнуть брак', 'развестись']"
женщина,['баба']
жердь,"['древко', 'палка']"
жерло,"['бездна', 'морщина', 'отверстие']"
жертвователь,['наделять']
жесткий,['упрямый']
жестокий,"['безжалостный', 'злой', 'тяжкий']"
жестокость,['милосердие']
жечь,['зажигать']
живой,['мертвый']
живописец,['артист']
живопись,"['художество', 'искусство']"
живот,"['брюхо', 'пузо', 'утроба', 'чрево']"
животное,"['скотина', 'скот', 'зверь', 'четвероногое']"
жизнеописание,"['биография', 'житие', 'автобиография', 'послужной список', 'формуляр']"
жизнь,"['долгая жизнь', 'долгоденствие', 'долголетие', 'многолетие']"
жилец,['туземец']
жилище,"['дом', 'убежище']"
жиреть,['толстый']
жирный,"['полновесный', 'массивный', 'вальяжный', 'толстенный прост']"
житель,['туземец']
жить,['умирать']
жуир,"['развратник', 'пьяный']"
жулик,"['хитрец', 'негодяй']"
журналист,"['поэт', 'сочинитель', 'автор']"
жутко,"['беспокоиться', 'боязнь', 'испугаться', 'тревожиться']"
за,"['изза', 'ради', 'по']"
забава,['веселье']
забавлять,"['веселить', 'увеселять', 'услаждать', 'тешить', 'потешать', 'занимать', 'развлекать', 'интересовать', 'играть']"
забавляться,"['играть', 'потешаться', 'веселиться', 'развлекаться', 'пробавляться', 'проводить время', 'разгонять скуку', 'рассеяться', 'дурачиться', 'ребячиться', 'шалить', 'шутить']"
забавник,['шут']
забавный,"['смешной', 'игривый', 'смехотворный', 'потешный', 'уморительный', 'шуточный', 'водевильный', 'опереточный', 'карикатурный', 'комический', 'комичный', 'курьезный', 'юмористический']"
забияка,"['сорванец', 'сорвиголова']"
забиячливый,"['дерзкий', 'буйный']"
заблуждаться,['ошибаться']
заблуждение,['научить']
заболевать,['выздоравливать']
забор,['перегородка']
забота,['старание']
заботиться,"['стараться', 'остерегаться', 'хлопотать']"
заботливость,['усердие']
заботливый,"['внимательный', 'усердный']"
забраковать,"['высвистать', 'освистать', 'ошикать']"
забулдыга,"['развратник', 'пьяный']"
забывать,"['вспоминать', 'помнить']"
забываться,['увлекаться']
заведомо,['случайно']
заведующий,"['начальник', 'руководитель']"
завершать,"['доконать', 'уничтожать', 'перестать']"
завершение,"['граница', 'кончать']"
завершительный,"['худой', 'окончательный']"
завещание,"['духовная', 'последняя воля', 'последнее распоряжение']"
завещать,"['дарить', 'приказывать']"
зависеть,['уступать']
завладеть,['овладеть']
завлекать,"['возбудить', 'привлекать', 'уговаривать']"
заводить,"['начинать', 'предполагать', 'рисковать']"
загадка,"['задача', 'шарада', 'ребус']"
загадочный,['открытый']
заглядывать,"['взор', 'заботиться', 'осматривать']"
заговор,['злоумышлять']
загораться,"['блистать', 'зажигать']"
заграждать,['мешать']
заграница,['чужой']
заграничный,"['иностранец', 'лишний', 'неизвестный', 'побочный']"
задача,"['назначение', 'поручение', 'командировка', 'миссия']"
задевать,"['возбуждать', 'придираться']"
заделывать,"['закладывать', 'замуровывать']"
задержка,"['затруднение', 'остановка', 'оковы']"
задирать,"['возбуждать', 'придираться']"
задор,"['терпение', 'терпеливость', 'хладнокровие']"
задумчивый,['угрюмый']
задумывать,"['раздумать', 'передумать']"
зажигать,['жечь']
зажиточный,['богатый']
зазнаваться,"['важничать', 'хвастать']"
заика,"['косноязычный', 'гнусавый', 'гнусливый', 'гнуса', 'гугнивый', 'картавый', 'шепелявый', 'лепетун', 'мямля']"
заклад,"['залог', 'обеспечение', 'гарантия']"
заключать,['запирать']
заключаться,"['казаться', 'становиться', 'являться', 'присутствие']"
заключение,['суждение']
заключенный,"['арестант', 'колодник', 'узник']"
заключительный,"['худой', 'окончательный']"
закон,"['вера', 'правило']"
законный,"['настоящий', 'справедливый', 'точный']"
законовед,['защитник']
закоренелый,"['мнимый', 'отвлеченный']"
закрывать,"['запирать', 'скрывать']"
залив,"['бухта', 'гавань']"
залог,['задаток']
заманчивый,['привлекательный']
замашка,"['привычка', 'способ']"
замена,"['вознаграждение', 'возмещение', 'выкуп', 'воздаяние', 'субститут', 'суррогат']"
заменять,"['выкупать', 'искупать', 'наверстывать']"
заметка,['приказ']
заметный,['ясный']
замечание,['выговор']
замечательный,['заурядный']
замечать,"['внимание', 'выговаривать']"
замечаться,"['казаться', 'обнаруживаться']"
заминка,"['отдых', 'препятствие']"
замолчать,['молчать']
замучить,"['ослаблять', 'обжигать']"
замысел,['козни']
замысловатый,['необыкновенный']
замышлять,"['раздумать', 'передумать']"
занимательный,['небезынтересный']
занимать,"['забавлять', 'интересовать']"
заниматься,"['работать', 'увлекаться', 'интересоваться']"
заново,"['вдругорядь', 'паки']"
заносчивость,"['скромность', 'смирение']"
заносчивый,"['гордец', 'гордыбака', 'гордянка', 'гордячка']"
занятие,['работа']
занятный,['небезынтересный']
запальчивость,"['терпение', 'терпеливость', 'хладнокровие']"
запальчивый,['вспыльчивый']
запамятовать,"['вспоминать', 'помнить']"
запас,['имущество']
запасаться,['собирать']
запах,['пахнуть']
запирать,"['заключать', 'закрывать']"
заповедь,['правило']
запоминать,['помнить']
запрашивать,"['спрашивать', 'оценивать']"
запрет,['приказ']
запрещать,['дозволять']
запрещение,['приказ']
запруда,"['плотина', 'дамба', 'мол', 'насыпь', 'преграда', 'гать']"
запруживать,['мешать']
запутанный,"['бледный', 'глухой', 'двусмысленный', 'загадочный', 'замысловатый', 'матовый', 'расплывчатый', 'таинственный']"
зарабатывать,['извлекать']
заработок,['доход']
заражать,['передавать']
заражаться,['воспринимать']
зараз,"['вдруг', 'скоро']"
заразительный,"['прилипчивый', 'инфекционный']"
заранее,['прежде']
засада,['злоумышлять']
заслонять,['мешать']
заслуга,"['услуга', 'достоинство', 'подвиг']"
заслуженный,['подходящий']
заслуживать,['зарабатывать']
заставать,"['попадать', 'ловить']"
заставлять,"['возбуждать', 'советовать']"
застарелый,['возраст']
застенчивый,['скромный']
застой,"['отдых', 'препятствие']"
застрельщик,['виновник']
заступник,"['адвокат', 'покровитель']"
заступничество,['покровительство']
засыпать,['бдеть']
затевать,"['начинать', 'предполагать', 'рисковать']"
затейливый,['необыкновенный']
затейщик,['виновник']
затем,['до']
затея,"['предприятие', 'дело', 'начинание', 'выдумка', 'афера']"
затрата,['убыток']
затрещина,['мордобитие']
затруднение,"['беда', 'препятствие', 'бедствовать']"
затруднять,"['теснить', 'надоедать']"
затыкать,"['заделывать', 'закладывать', 'замуровывать']"
захватывать,['грабить']
захворать,['заболеть']
захолустье,"['запечье', 'уединение']"
зачинщик,['виновник']
защита,['покровительство']
защитник,"['адвокат', 'покровитель']"
защищать,"['охранять', 'оправдывать', 'просить']"
звание,['общество']
звать,['называть']
зверский,"['безжалостный', 'злой', 'тяжкий']"
зверство,['милосердие']
зверь,"['безжалостный', 'злой', 'тяжкий']"
звук,"['голос', 'шум']"
звучать,['кричать']
здание,['помещение']
здешний,['чужой']
здороваться,"['приветствовать', 'благоприветствовать', 'встречать', 'выходить навстречу', 'здравствоваться', 'поздравлять', 'кланяться']"
здоровый,"['сильный', 'здравый']"
здравый,['болезненный']
зевака,"['праздный', 'плут']"
зевать,['пропускать']
земля,"['берег', 'суша', 'материк']"
земляк,['товарищ']
зенит,"['апогей', 'верх', 'вершина', 'высшая степень', 'высшая точка', 'кульминационный пункт', 'геркулесовы столбы', 'крайность', 'предел', 'максимум']"
злить,['возмущать']
злоба,"['вопрос', 'задача', 'задание', 'проблема', 'урок', 'альтернатива', 'дилемма']"
злобный,"['враждебный', 'сварливый']"
зловещий,['опасный']
зловоние,['запах']
злодей,['грешник']
злой,"['враждебный', 'сварливый']"
злоумышленник,"['вор', 'грешник']"
злоумышлять,['козни']
злоупотребление,"['грех', 'ошибка']"
злоупотреблять,"['иметь', 'извлекать']"
знак,['приказ']
знакомить,"['воспитывать', 'приготовлять', 'водить', 'внушать', 'наказывать']"
знакомиться,"['ссориться', 'враждовать']"
знакомый,"['знаменитый', 'определенный', 'некто']"
знаменательный,['заурядный']
знаменитый,"['замечательный', 'великий', 'видный', 'известный', 'популярный', 'славный', 'достославный', 'памятный', 'достопамятный', 'достопримечательный', 'бессмертный', 'незабвенный', 'именитый', 'прославленный', 'пресловутый', 'знаменитость', 'светило', 'звезда', 'известность', 'громкое имя', 'человек с именем']"
знамя,"['значок', 'стяг', 'флаг', 'хоругвь', 'штандарт']"
знание,"['познание', 'ведение', 'сведение', 'разумение', 'знакомство', 'понимание', 'опытность', 'навык', 'сноровка', 'умение', 'искусство']"
знатный,['знать']
знаток,['опытный']
знать (гл.),['понимать']
знать (сущ.),['вельможа']
значение,['достоинство']
значительный,"['безграничный', 'обширный']"
значить,['предвещать']
значок,"['знамя', 'стяг', 'флаг', 'хоругвь', 'штандарт']"
зоркий,['недальновидный']
зрелище,"['драма', 'трагедия', 'комедия', 'опера', 'оперетта', 'фарс', 'водевиль', 'пьеса', 'пантомима']"
зрелый,['возрастать']
зреть,"['взор', 'заботиться', 'осматривать']"
зритель,"['наблюдатель', 'созерцатель', 'очевидец', 'свидетель', 'видок']"
зуб,"['зубы множ', 'зубья множ']"
зубоскалить,"['насмехаться', 'шутить']"
зубрить,"['воспитывать', 'приготовлять', 'водить', 'внушать', 'наказывать']"
и,"['да', 'также', 'равно', 'равным образом']"
ибо,['вследствие']
игнорировать,['хладнокровный']
иго,['бремя']
игра,['шалость']
играть,"['вертеться', 'наделать']"
игривый,['шутливый']
идеал,"['совершенство', 'верх', 'образец', 'мечта', 'несбыточное желание']"
идеалист,['практичный']
идеальный,"['образцовый', 'духовный', 'недостижимый']"
идет,['прилично']
идея,"['понятие', 'представление']"
идиот,['глупый']
идол,"['истукан', 'фетиш', 'кумир', 'бог', 'божок', 'болван', 'статуя']"
идти,['уходить']
из,"['вместе', 'совершенно', 'целый']"
изба,"['здание', 'жилище', 'семейство']"
избавление,"['искупление', 'спасение', 'освобождение']"
избавлять,['помогать']
избавляться,"['избегать', 'хитрить']"
избегать,['избавляться']
избиение,"['зверства', 'варфоломеевская ночь']"
избирать,"['выбирать', 'отбирать', 'подбирать', 'сортировать', 'разбирать', 'делать выбор', 'баллотировать', 'облюбовать', 'предпочитать', 'отдавать преимущество']"
избранник,"['ставленник', 'выборный', 'креатура', 'представитель']"
избыток,['недостача']
изверг,"['безжалостный', 'злой', 'тяжкий']"
извериться,['надеяться']
известие,"['весть', 'объявление']"
известный,"['знаменитый', 'определенный', 'некто']"
извещать,['оставлять в неизвестности']
извещение,"['известие', 'объявление']"
извинение,['прощение']
извинительный,"['простительный', 'уважительный']"
извинять,"['обвинять', 'воздавать']"
извиняться,['отговариваться']
извлекать,"['брать', 'зарабатывать', 'пользоваться']"
извлечение,"['вытяжка', 'экстракт']"
изводить,"['гибнуть', 'доконать']"
извозчик,['автомедон ирон']
изворачиваться,"['хитрить', 'мудрить', 'мудрствовать', 'вихлять', 'вилять', 'увертываться', 'лавировать', 'лисить', 'лукавить', 'маневрировать', 'жилить', 'жульничать', 'мошенничать', 'плутовать', 'умничать', 'фальшивить', 'финтить', 'философствовать', 'фокусничать', 'юлить', 'вертеть хвостом', 'вилять хвостом', 'употреблять увертки', 'кривить душой']"
извращать,['портить']
изгонять,"['исключать', 'удалять']"
изгородь,['перегородка']
издевательство,"['насмешка', 'глумление', 'издевка', 'укол', 'шпилька', 'желчь', 'острота', 'шутка', 'ирония', 'карикатура', 'пародия', 'сарказм', 'сатира', 'эпиграмма', 'юмор']"
издеваться,"['насмехаться', 'шутить']"
изделие,['детище']
издерживать,"['мотать', 'терять']"
издержка,['убыток']
излишек,['недостача']
излишество,"['роскошь', 'изящество', 'нарядность', 'пышность', 'великолепие', 'баловство', 'богатство', 'шик']"
излишний,"['лишний', 'пустой']"
измена,"['предательство', 'вероломство', 'неверность']"
изменение,['пища']
изменник,['доносчик']
изменнический,"['вероломный', 'клятвопреступный', 'предательский']"
изменять (кому),"['покидать', 'отступаться']"
изменять (что),['переменить']
измучить,"['ослаблять', 'обжигать']"
изнанка,"['лицо', 'лицевая сторона']"
изнашивать,['исправлять']
изнеможение,"['болезнь', 'недостаток']"
изнеможенный,"['беззащитный', 'больной', 'нежный', 'худой']"
изнурение,"['болезнь', 'недостаток']"
изнуренный,"['беззащитный', 'больной', 'нежный', 'худой']"
изнурять,"['мучить', 'слабый']"
изобиловать,['мало']
изображение,"['вид', 'рисунок']"
изобретательный,['хитрый']
изобретать,"['вымышленный', 'врать', 'находить']"
изобретение,"['ложь', 'сказка']"
изощрять,['учить']
изредка,['всегда']
изречение,"['речь', 'мысль', 'выражение']"
изрядный,"['честный', 'хороший']"
изувечивать,['портить']
изумительный,"['необыкновенный', 'редкость']"
изумлять,['смущать']
изучать,"['воспитывать', 'приготовлять', 'водить', 'внушать', 'наказывать']"
изъян,['обилие']
изъятие,"['вольность', 'льгота', 'привилегия']"
изящный,"['некрасивый', 'дурныш', 'дурнушка', 'дурнышка', 'рожа']"
икона,['изображение']
или,['тож']
иллюзия,"['идеал', 'призрак', 'надежда']"
иллюстрация,['изображение']
иметь,['нуждаться']
иметься,"['казаться', 'становиться', 'являться', 'присутствие']"
император,"['начальник', 'руководитель']"
импульс,"['возбуждение', 'причина']"
имущество,"['багаж', 'запас', 'обстановка']"
имя,"['звание', 'эпитет']"
иначе,"['или', 'если']"
инвентарь,"['список', 'опись', 'роспись', 'перечень', 'оглавление', 'ведомость', 'наличность', 'каталог', 'меню', 'прейскурант', 'программа', 'реестр', 'табель', 'таблица']"
индивид,['часть']
индивидуальный,"['общий', 'официальный']"
инициатор,['виновник']
иногда,['всегда']
иной,"['разный', 'противоположный']"
иносказание,['знак']
иностранец,['туземец']
иностранный,['туземный']
иноходь,"['рысь', 'рысца', 'галоп', 'карьер', 'трусца']"
инстинктивный,"['невольный', 'непроизвольный', 'безотчетный', 'бессознательный', 'машинальный', 'механический', 'невменяемый', 'стихийный', 'рефлекторный']"
инструкция,['правило']
инструмент,['оружие']
интеллигентный,['обтесаться']
интенсивный,"['напряженный', 'усиленный']"
интересный,['небезынтересный']
интересовать,['забавлять']
интрига,['козни']
инфернальный,['райский']
инцидент,"['случай', 'быль', 'приключение', 'происшествие', 'дело', 'история', 'обстоятельство', 'событие', 'встреча', 'прецедент', 'казус', 'карамболь', 'оказия', 'пассаж', 'факт', 'эпизод', 'авантюра', 'похождение', 'драма', 'сцена', 'трагедия']"
ипподром,['место']
иронизировать,"['пересмеивать', 'передразнивать', 'пародировать']"
ирония,"['насмешка', 'глумление', 'издевательство', 'издевка', 'укол', 'шпилька', 'желчь', 'острота', 'шутка', 'карикатура', 'пародия', 'сарказм', 'сатира', 'эпиграмма', 'юмор']"
иск,"['требование', 'спрос', 'домогательство', 'притязание', 'претензия', 'призыв', 'приглашение', 'вызов', 'зов', 'клич']"
искажать,['портить']
искалечивать,['портить']
искать,"['желать', 'стараться', 'ловить']"
исключать,"['изгонять', 'увольнять']"
исключая,"['к тому же', 'еще', 'и без этого']"
исключение,"['вольность', 'льгота', 'привилегия']"
исключительно,['не более как']
исконный,['возраст']
искоренять,"['губить', 'кончать', 'доконать', 'свирепствовать']"
искренний,['откровенный']
искуплять,"['воздавать', 'исполнять', 'радовать', 'разделываться', 'успокаивать']"
искус,['критика']
искуситель,"['лукавый', 'враг', 'злой гений', 'ангел', 'шайтан']"
искусник,['опытный']
искусный,"['знаток', 'ловкий', 'тонкий']"
искусственный,"['высокопарный', 'необыкновенный']"
искусство,"['поэзия', 'пляска', 'мимика', 'пение', 'лицедейство']"
искушать,"['возбудить', 'привлекать', 'уговаривать']"
искушение,['камень преткновения']
исповедание,['надежда']
исподволь,['последовательно']
исполинский,['большой']
исполнение,['влияние']
исполнительный,['небрежный']
исполнять,"['делать', 'удовлетворять']"
исполняться,"['оправдываться', 'осуществляться', 'сбываться', 'свершиться', 'совершаться', 'состояться']"
использовать,"['иметь', 'извлекать']"
испортить,['исправлять']
исправление,['восстановление']
исправлять,['портить']
исправно,['как']
исправный,['небрежный']
испуг,['тревога']
испугать,"['пугнуть', 'напугать', 'перепугать', 'ужаснуть', 'устрашить', 'привести в страх', 'привести в содрогание', 'привести в ужас', 'привести в трепет', 'нагнать страх', 'поразить ужасом']"
испугаться,"['удивляться', 'бояться']"
испытание,['критика']
испытывать,"['разбирать', 'терпеть']"
исследование,['критика']
исследовать,"['испытывать', 'понимать', 'читать']"
исступление,['удовольствие']
иссякать,"['конец', 'гибнуть', 'умирать']"
истина,['ложь']
истинный,['настоящий']
истолковать,['затемнять смысл']
история,['случай']
источник,['начало']
истощать,"['мучить', 'слабый']"
истощение,"['болезнь', 'недостаток']"
истощенный,"['беззащитный', 'больной', 'нежный', 'худой']"
истреблять,"['губить', 'кончать', 'доконать', 'свирепствовать']"
истукан,"['идол', 'фетиш', 'кумир', 'бог', 'божок', 'болван', 'статуя']"
истый,"['мнимый', 'отвлеченный']"
исход,['выход']
исцелять,['вылечивать']
исчезать,"['умирать', 'кончаться']"
итог,"['следствие', 'мнение']"
иудей,"['еврейка', 'евреянка', 'жидовка']"
кавардак,"['тревога', 'мятеж']"
каверзы,['злоумышлять']
каждый,"['всякий', 'отдельный']"
кажется,"['замечаться', 'притворяться', 'вид', 'вероятно', 'подобный']"
кажущийся,"['вид', 'призрак', 'ложный', 'фальшивый']"
казаться,"['замечаться', 'притворяться', 'вид', 'вероятно', 'подобный']"
казнить,['бить']
казнь,"['смерть', 'кончина', 'успение', 'гибель', 'конец']"
казус,"['случай', 'быль', 'приключение', 'происшествие', 'дело', 'история', 'обстоятельство', 'событие', 'встреча', 'инцидент', 'прецедент', 'карамболь', 'оказия', 'пассаж', 'факт', 'эпизод', 'авантюра', 'похождение', 'драма', 'сцена', 'трагедия']"
как,"['мнимый', 'подобный', 'будто', 'способ']"
как-нибудь,"['небрежно', 'халатно', 'невнимательно']"
какой-нибудь,"['каждый', 'некоторый']"
каланча,"['башня', 'вышка', 'минарет']"
калач,"['хлеб', 'гостеприимный']"
калека,"['безрукий', 'безногий', 'слепой', 'хромой', 'колченогий']"
календарь,"['месяцеслов', 'альманах', 'дневник']"
калечить,['портить']
калибр,['количество']
калякать,"['врать', 'говорить', 'беседовать']"
камень,"['булыжник', 'гранит', 'кремень', 'песчаник', 'плитняк', 'шифер']"
канава,"['бездна', 'морщина', 'отверстие']"
канал,"['бездна', 'морщина', 'отверстие']"
каналья,['плут']
кандалы,['мешать']
капать,['лить']
капитал,"['багаж', 'запас', 'обстановка']"
капиталист,['зажиточный']
капитальный,"['лучший', 'первенствовать']"
капище,['божий дом']
капкан,['злоумышлять']
каприз,['мятеж']
капризничать,"['коснеть', 'противиться']"
капризный,"['мятежный', 'необыкновенный', 'упрямый']"
каракули,['иероглифы']
караулить,"['защищать', 'хранить']"
караульщик,"['сторож', 'страж', 'стражник', 'караульный', 'часовой', 'блюститель', 'дозорный', 'смотритель', 'хранитель', 'оберегатель', 'конвойный', 'цербер']"
карикатура,['изображение']
карлик,['рослый']
карман,['кошель']
карта,['изображение']
картавый,"['косноязычный', 'гнусавый', 'гнусливый', 'гнуса', 'гугнивый', 'заика', 'шепелявый', 'лепетун', 'мямля']"
картина,"['изображение', 'рисунок']"
карьер,"['рысь', 'рысца', 'галоп', 'иноходь', 'трусца']"
карьера,['судьба']
касаться,['граничить']
каста,['общество']
каталог,"['список', 'опись', 'роспись', 'перечень', 'оглавление', 'инвентарь', 'ведомость', 'наличность', 'меню', 'прейскурант', 'программа', 'реестр', 'табель', 'таблица']"
кататься,"['ехать', 'ездить', 'катить', 'колесить', 'путешествовать', 'скакать', 'лететь', 'мчаться', 'нестись', 'гнать']"
категория,"['круг', 'сословие', 'степень', 'часть']"
каторжный,['райский']
качество,['атрибут']
квартира,"['дом', 'убежище']"
кивать,['приказ']
кидать,"['переставать', 'стрелять']"
кипа,"['связка', 'пачка', 'пук', 'пучок', 'букет', 'сноп', 'свясло', 'вязанка', 'вязка', 'бунт', 'вьюк', 'тюк', 'кисть', 'моток', 'узел', 'место']"
кирка,['божий дом']
кичиться,"['важничать', 'хвастать']"
клад,"['драгоценность', 'сокровище', 'жемчужина', 'алмаз', 'перл']"
кладь,['успокоиться']
кланяться,"['защищать', 'звать', 'нищенствовать', 'требовать', 'умилостивлять', 'выпросить', 'молиться']"
класс,['общество']
классификация,['соединение']
класть,['приспособлять']
клевета,"['сплетни', 'козни', 'обвинение']"
клеветать,"['сплетничать', 'лгать']"
клеветник,"['заговорщик', 'наушник', 'оговорщик', 'переносчик', 'поклепщик']"
клеймо,['приказ']
клиент,['жертва']
клич,"['требование', 'иск', 'спрос', 'домогательство', 'притязание', 'претензия', 'призыв', 'приглашение', 'вызов', 'зов']"
кличка,"['звание', 'эпитет']"
клок,['единица']
клоун,['лицедей']
клочок,['единица']
клюв,['глотка']
клюка,"['багета', 'дранка', 'лучина', 'планка', 'щепа']"
клясть,['благословлять']
клясться,['обещать']
клятва,['обещание']
книга,"['том', 'книжка', 'номер', 'выпуск']"
кнут,['гонитель']
князь,"['начальник', 'руководитель']"
коварный,"['догадливый', 'лицемерный', 'ловкий', 'сложный']"
когда-нибудь,"['давно', 'прежде']"
когда-то,"['давно', 'прежде']"
кое-где,"['изредка', 'где', 'инде', 'местами', 'там и сям', 'тут и там', 'гдегде']"
кое-как,['какнибудь']
кожа,['шкура']
кожица,['оболочка']
козни,['злоумышлять']
кой-когда,['всегда']
кокетничать,"['важничать', 'хвастать', 'притворяться']"
кол,"['древко', 'палка']"
колдовать,['предсказывать']
колдун,['ворожея']
колебать,"['слушать', 'вслушиваться', 'прислушиваться', 'подслушивать', 'настораживаться', 'навострить уши', 'быть настороже', 'выслушивать', 'внимать', 'заслушаться', 'развесить уши', 'хлопать ушами']"
колебаться,['бояться']
колесить,"['ехать', 'ездить', 'кататься', 'катить', 'путешествовать', 'скакать', 'лететь', 'мчаться', 'нестись', 'гнать']"
количество,"['величина', 'часть']"
колкий,"['резкий', 'острый', 'хлесткий', 'едкий', 'ядовитый', 'язвительный', 'сатирический', 'ехидный', 'забористый', 'заковыристый', 'обидный', 'оскорбительный', 'грубый', 'потрясающий']"
коллегия,"['мнение', 'суждение', 'испытание']"
коллективно,['участвовать']
коллекция,['запас']
коллизия,"['битва', 'набег', 'спор']"
колода,"['древко', 'палка']"
колонна,['разряд']
колоссальный,"['безграничный', 'обширный']"
колотить,"['наказывать', 'убивать', 'ударять']"
колоть,"['ослаблять', 'обжигать']"
кольцо,['перстень']
командир,"['начальник', 'руководитель']"
командовать,"['заботиться', 'господствовать']"
комедиант,['забавник']
комиссионер,"['вестник', 'доверенное лицо']"
комический,"['смешной', 'забавный', 'игривый', 'смехотворный', 'потешный', 'уморительный', 'шуточный', 'водевильный', 'опереточный', 'карикатурный', 'комичный', 'курьезный', 'юмористический']"
коммерсант,['кулак']
коммерческий,"['торговый', 'купеческий', 'промышленный', 'торгашеский', 'меркантильный']"
комната,['жилище']
компетентность,"['достоинство', 'знаток']"
компетентный,['опытный']
компилятор,['писатель']
комплект,['запас']
комплимент,['порицание']
композитор,['писатель']
компромисс,"['договор', 'действие']"
комфорт,"['удобство', 'довольство']"
комфортабельный,['приспособлять']
конвоировать,"['вторить', 'подыгрывать', 'аккомпанировать']"
конвой,"['свита', 'сопровождение', 'прикрытие', 'эскорт']"
конгресс,"['соединение', 'общество', 'совет', 'куча', 'стадо', 'толпа']"
конец,"['граница', 'кончать']"
конечно,"['да', 'действительно']"
конечный,"['худой', 'окончательный']"
конкуренция,"['борьба', 'антагонизм']"
конкурировать,"['бороться', 'спорить']"
консилиум,['совет']
конструкция,"['строй', 'вид']"
контингент,"['общество', 'коллекция']"
конфузить,['тревожить']
конфузиться,['смущаться']
конфузливый,['скромный']
кончать,"['доконать', 'уничтожать', 'перестать']"
кончаться,"['конец', 'гибнуть', 'умирать']"
корифей,"['вожак', 'воротила', 'правитель', 'учитель']"
корм,"['питание', 'еда']"
кормить,"['вмещать', 'иметь', 'питать']"
король,"['начальник', 'руководитель']"
короткий,['краткий']
